address,Private Service Line Material,Public Service Line Material
847 W GEORGE ST,NOT LEAD,NOT LEAD
843 W GEORGE ST,NOT LEAD,NOT LEAD
910 W ROSCOE ST,NOT LEAD,NOT LEAD
647 W ALDINE AVE,NOT LEAD,NOT LEAD
832 W ROSCOE ST,NOT LEAD,NOT LEAD
1343 W CORNELIA AVE,NOT LEAD,NOT LEAD
1343 W CORNELIA AVE,NOT LEAD,NOT LEAD
3221 N RACINE AVE,NOT LEAD,NOT LEAD
904 W FLETCHER ST,NOT LEAD,NOT LEAD
1135 W WELLINGTON AVE,NOT LEAD,NOT LEAD
2731 S DEARBORN ST,NOT LEAD,NOT LEAD
2227 31 S MICHIGAN AVE,NOT LEAD,NOT LEAD
60 W 35TH ST,NOT LEAD,NOT LEAD
60 W 35TH ST,NOT LEAD,NOT LEAD
2130 40 S CALUMET AVE,NOT LEAD,NOT LEAD
2130 40 S CALUMET AVE,NOT LEAD,NOT LEAD
10 50 W 16TH ST,NOT LEAD,NOT LEAD
1815 49 S PRAIRIE PKWY,NOT LEAD,NOT LEAD
1815 49 S PRAIRIE PKWY,NOT LEAD,NOT LEAD
1815 49 S PRAIRIE PKWY,NOT LEAD,NOT LEAD
1901 S CALUMET AVE,NOT LEAD,NOT LEAD
1901 S CALUMET AVE,NOT LEAD,NOT LEAD
3720 S DEARBORN ST,NOT LEAD,NOT LEAD
1712 S PRAIRIE AVE,NOT LEAD,NOT LEAD
1712 S PRAIRIE AVE,NOT LEAD,NOT LEAD
2415 S MICHIGAN AVE,NOT LEAD,NOT LEAD
1720 S MICHIGAN AVE,NOT LEAD,NOT LEAD
1720 S MICHIGAN AVE,NOT LEAD,NOT LEAD
1629 S PRAIRIE AVE,NOT LEAD,NOT LEAD
1629 S PRAIRIE AVE,NOT LEAD,NOT LEAD
1901 S CALUMET AVE,NOT LEAD,NOT LEAD
1815 29 S CLARK ST,NOT LEAD,NOT LEAD
1815 29 S CLARK ST,NOT LEAD,NOT LEAD
200 E CERMAK RD,NOT LEAD,NOT LEAD
200 E CERMAK RD,NOT LEAD,NOT LEAD
123 E CERMAK RD,NOT LEAD,NOT LEAD
123 E CERMAK RD,NOT LEAD,NOT LEAD
2111 S WABASH AVE,NOT LEAD,NOT LEAD
2111 S WABASH AVE,NOT LEAD,NOT LEAD
2310 S STATE ST,NOT LEAD,NOT LEAD
2310 S STATE ST,NOT LEAD,NOT LEAD
2344 S STATE ST,NOT LEAD,NOT LEAD
2344 S STATE ST,NOT LEAD,NOT LEAD
2731 S DEARBORN ST,NOT LEAD,NOT LEAD
2901 S FEDERAL ST,NOT LEAD,NOT LEAD
2901 S FEDERAL ST,NOT LEAD,NOT LEAD
3137 S FEDERAL ST,NOT LEAD,NOT LEAD
3137 S FEDERAL ST,NOT LEAD,NOT LEAD
1730 S INDIANA AVE,NOT LEAD,NOT LEAD
1601 S INDIANA AVE,NOT LEAD,NOT LEAD
1813 S CLARK ST UNIT U(S),NOT LEAD,NOT LEAD
1813 S CLARK ST UNIT U(S),NOT LEAD,NOT LEAD
3455 S WABASH AVE,NOT LEAD,NOT LEAD
3455 S WABASH AVE,NOT LEAD,NOT LEAD
3459 S DEARBORN ST,NOT LEAD,NOT LEAD
3459 S DEARBORN ST,NOT LEAD,NOT LEAD
3346 S FEDERAL ST,NOT LEAD,NOT LEAD
3346 S FEDERAL ST,NOT LEAD,NOT LEAD
3440 S STATE ST,NOT LEAD,NOT LEAD
3440 S STATE ST,NOT LEAD,NOT LEAD
1601 S INDIANA AVE,NOT LEAD,NOT LEAD
1609 17 S MICHIGAN AVE,NOT LEAD,NOT LEAD
2347 S WABASH AVE,NOT LEAD,NOT LEAD
2347 S WABASH AVE,NOT LEAD,NOT LEAD
1730 S INDIANA AVE,NOT LEAD,NOT LEAD
3720 S DEARBORN ST,NOT LEAD,NOT LEAD
3968 S VINCENNES AVE,NOT LEAD,NOT LEAD
3969 S DR MARTIN LUTHER KING JR DR,NOT LEAD,NOT LEAD
53 E PERSHING RD,NOT LEAD,NOT LEAD
4431 47 S DR MARTIN LUTHER KING JR DR,NOT LEAD,NOT LEAD
4100 S INDIANA AVE,NOT LEAD,NOT LEAD
4100 S INDIANA AVE,NOT LEAD,NOT LEAD
53 E PERSHING RD,NOT LEAD,NOT LEAD
3968 S VINCENNES AVE,NOT LEAD,NOT LEAD
3969 S DR MARTIN LUTHER KING JR DR,NOT LEAD,NOT LEAD
410 E BOWEN AVE,NOT LEAD,NOT LEAD
410 E BOWEN AVE,NOT LEAD,NOT LEAD
1200 S INDIANA AVE,NOT LEAD,NOT LEAD
1200 28 S FEDERAL ST,NOT LEAD,NOT LEAD
1200 28 S FEDERAL ST,NOT LEAD,NOT LEAD
1400 S MICHIGAN AVE,NOT LEAD,NOT LEAD
1400 S MICHIGAN AVE,NOT LEAD,NOT LEAD
1441 S PLYMOUTH CT,NOT LEAD,NOT LEAD
100 E 14TH ST,NOT LEAD,NOT LEAD
100 E 14TH ST,NOT LEAD,NOT LEAD
1201 S PRAIRIE AVE,NOT LEAD,NOT LEAD
1201 S PRAIRIE AVE,NOT LEAD,NOT LEAD
1411 S MICHIGAN AVE,NOT LEAD,NOT LEAD
1411 S MICHIGAN AVE,NOT LEAD,NOT LEAD
1200 S INDIANA AVE,NOT LEAD,NOT LEAD
1200 S INDIANA AVE,NOT LEAD,NOT LEAD
1326 S MICHIGAN AVE,NOT LEAD,NOT LEAD
1326 S MICHIGAN AVE,NOT LEAD,NOT LEAD
51 E 14TH ST,NOT LEAD,NOT LEAD
51 E 14TH ST,NOT LEAD,NOT LEAD
1400 S WABASH AVE,NOT LEAD,NOT LEAD
1400 S WABASH AVE,NOT LEAD,NOT LEAD
1441 S PLYMOUTH CT,NOT LEAD,NOT LEAD
1322 28 S WABASH AVE,NOT LEAD,NOT LEAD
1322 28 S WABASH AVE,NOT LEAD,NOT LEAD
1450 S INDIANA AVE,NOT LEAD,NOT LEAD
1450 S INDIANA AVE,NOT LEAD,NOT LEAD
5334 S STATE ST,NOT LEAD,NOT LEAD
5050 S STATE ST,NOT LEAD,NOT LEAD
333 W 40TH PL,NOT LEAD,NOT LEAD
5050 S STATE ST,NOT LEAD,NOT LEAD
5334 S STATE ST,NOT LEAD,NOT LEAD
331 W 45TH ST,NOT LEAD,NOT LEAD
331 W 45TH ST,NOT LEAD,NOT LEAD
331 W 45TH ST,NOT LEAD,NOT LEAD
100 14 E 51ST ST,NOT LEAD,NOT LEAD
4958 S WABASH AVE,NOT LEAD,NOT LEAD
4958 S WABASH AVE,NOT LEAD,NOT LEAD
711 W SCHILLER ST,NOT LEAD,NOT LEAD
735 W CHICAGO AVE UNIT S.F.,NOT LEAD,NOT LEAD
735 W CHICAGO AVE UNIT L.F.,NOT LEAD,NOT LEAD
735 W CHICAGO AVE UNIT M.F.,NOT LEAD,NOT LEAD
735 W CHICAGO AVE UNIT S.F.,NOT LEAD,NOT LEAD
735 W CHICAGO AVE UNIT L.F.,NOT LEAD,NOT LEAD
735 W CHICAGO AVE UNIT M.F.,NOT LEAD,NOT LEAD
735 W CHICAGO AVE UNIT S.F.,NOT LEAD,NOT LEAD
735 W CHICAGO AVE UNIT L.F.,NOT LEAD,NOT LEAD
735 W CHICAGO AVE UNIT M.F.,NOT LEAD,NOT LEAD
735 W CHICAGO AVE UNIT L.F.,NOT LEAD,NOT LEAD
735 W CHICAGO AVE UNIT S.F.,NOT LEAD,NOT LEAD
735 W CHICAGO AVE UNIT M.F.,NOT LEAD,NOT LEAD
711 W SCHILLER ST,NOT LEAD,NOT LEAD
749 W SCHILLER ST,NOT LEAD,NOT LEAD
749 W SCHILLER ST,NOT LEAD,NOT LEAD
924 N CHRISTIANA AVE,NOT LEAD,NOT LEAD
924 N CHRISTIANA AVE,NOT LEAD,NOT LEAD
700 W CHICAGO AVE,NOT LEAD,NOT LEAD
700 W CHICAGO AVE,NOT LEAD,NOT LEAD
710 W GRAND AVE,NOT LEAD,NOT LEAD
710 W GRAND AVE,NOT LEAD,NOT LEAD
920 N WELLS ST,NOT LEAD,NOT LEAD
920 N WELLS ST,NOT LEAD,NOT LEAD
730 W COUCH PL,NOT LEAD,NOT LEAD
730 W COUCH PL,NOT LEAD,NOT LEAD
923 N ST LOUIS AVE,NOT LEAD,NOT LEAD
2240 W ROOSEVELT RD,NOT LEAD,NOT LEAD
2240 W ROOSEVELT RD,NOT LEAD,NOT LEAD
1640 W ROOSEVELT RD,NOT LEAD,NOT LEAD
1640 W ROOSEVELT RD,NOT LEAD,NOT LEAD
1472 W HURON ST,NOT LEAD,NOT LEAD
947 N RACINE AVE,NOT LEAD,NOT LEAD
1455 W FRY ST,NOT LEAD,NOT LEAD
433 N RIDGEWAY AVE,NOT LEAD,NOT LEAD
520 N RIDGEWAY AVE,NOT LEAD,NOT LEAD
520 N RIDGEWAY AVE,NOT LEAD,NOT LEAD
400 30 N DRAKE AVE,NOT LEAD,NOT LEAD
400 30 N DRAKE AVE,NOT LEAD,NOT LEAD
167 N GREEN ST,NOT LEAD,NOT LEAD
222 S RACINE AVE,NOT LEAD,NOT LEAD
222 S RACINE AVE,NOT LEAD,NOT LEAD
1217 19 W MONROE ST,NOT LEAD,NOT LEAD
1217 19 W MONROE ST,NOT LEAD,NOT LEAD
1260 W ADAMS ST,NOT LEAD,NOT LEAD
1260 W ADAMS ST,NOT LEAD,NOT LEAD
127 N ELIZABETH ST,NOT LEAD,NOT LEAD
1326 34 W MONROE ST,NOT LEAD,NOT LEAD
1000 24 W WASHINGTON BLVD,NOT LEAD,NOT LEAD
20 N LOOMIS ST,NOT LEAD,NOT LEAD
20 N LOOMIS ST,NOT LEAD,NOT LEAD
200 N GREEN ST,NOT LEAD,NOT LEAD
200 N GREEN ST,NOT LEAD,NOT LEAD
200 N GREEN ST,NOT LEAD,NOT LEAD
110 N CARPENTER ST,NOT LEAD,NOT LEAD
110 N CARPENTER ST,NOT LEAD,NOT LEAD
110 N CARPENTER ST,NOT LEAD,NOT LEAD
810 W WAYMAN ST,NOT LEAD,NOT LEAD
810 W WAYMAN ST,NOT LEAD,NOT LEAD
854 W RANDOLPH ST,NOT LEAD,NOT LEAD
854 W RANDOLPH ST,NOT LEAD,NOT LEAD
167 N GREEN ST,NOT LEAD,NOT LEAD
1220 W JACKSON BLVD,NOT LEAD,NOT LEAD
1220 W JACKSON BLVD,NOT LEAD,NOT LEAD
910 W RANDOLPH ST,NOT LEAD,NOT LEAD
1454 W RANDOLPH ST,NOT LEAD,NOT LEAD
1454 W RANDOLPH ST,NOT LEAD,NOT LEAD
1400 W RANDOLPH ST,NOT LEAD,NOT LEAD
1400 W RANDOLPH ST,NOT LEAD,NOT LEAD
166 N ABERDEEN ST,NOT LEAD,NOT LEAD
166 N ABERDEEN ST,NOT LEAD,NOT LEAD
160 N ELIZABETH ST,NOT LEAD,NOT LEAD
160 N ELIZABETH ST,NOT LEAD,NOT LEAD
164 N PEORIA ST,NOT LEAD,NOT LEAD
164 N PEORIA ST,NOT LEAD,NOT LEAD
160 N MORGAN ST,NOT LEAD,NOT LEAD
160 N MORGAN ST,NOT LEAD,NOT LEAD
150 N ASHLAND AVE,NOT LEAD,NOT LEAD
150 N ASHLAND AVE,NOT LEAD,NOT LEAD
210 N ABERDEEN ST,NOT LEAD,NOT LEAD
210 N ABERDEEN ST,NOT LEAD,NOT LEAD
360 N GREEN ST,NOT LEAD,NOT LEAD
360 N GREEN ST,NOT LEAD,NOT LEAD
225 N ELIZABETH ST,NOT LEAD,NOT LEAD
225 N ELIZABETH ST,NOT LEAD,NOT LEAD
1401 W MADISON ST,NOT LEAD,NOT LEAD
1401 W MADISON ST,NOT LEAD,NOT LEAD
820 S ASHLAND AVE,NOT LEAD,NOT LEAD
820 S ASHLAND AVE,NOT LEAD,NOT LEAD
1501 W RANDOLPH ST,NOT LEAD,NOT LEAD
1501 W RANDOLPH ST,NOT LEAD,NOT LEAD
932 W WASHINGTON BLVD,NOT LEAD,NOT LEAD
1000 24 W WASHINGTON BLVD,NOT LEAD,NOT LEAD
932 W WASHINGTON BLVD,NOT LEAD,NOT LEAD
1229 31 W WASHINGTON BLVD,NOT LEAD,NOT LEAD
1229 31 W WASHINGTON BLVD,NOT LEAD,NOT LEAD
211 S LAFLIN ST,NOT LEAD,NOT LEAD
211 S LAFLIN ST,NOT LEAD,NOT LEAD
1000 N SEDGWICK ST,NOT LEAD,NOT LEAD
800 28 N LARRABEE ST,NOT LEAD,NOT LEAD
300 W HILL ST,NOT LEAD,NOT LEAD
1239 N SEDGWICK ST,NOT LEAD,NOT LEAD
1239 N SEDGWICK ST,NOT LEAD,NOT LEAD
1000 N KINGSBURY ST,NOT LEAD,NOT LEAD
1000 N KINGSBURY ST,NOT LEAD,NOT LEAD
300 W HILL ST,NOT LEAD,NOT LEAD
1034 N WELLS ST,NOT LEAD,NOT LEAD
1034 N WELLS ST,NOT LEAD,NOT LEAD
900 N FRANKLIN ST,NOT LEAD,NOT LEAD
900 N FRANKLIN ST,NOT LEAD,NOT LEAD
627 W OAK ST,NOT LEAD,NOT LEAD
627 W OAK ST,NOT LEAD,NOT LEAD
627 W OAK ST,NOT LEAD,NOT LEAD
900 N LARRABEE ST,NOT LEAD,NOT LEAD
900 N LARRABEE ST,NOT LEAD,NOT LEAD
1019 N CLEVELAND AVE,NOT LEAD,NOT LEAD
1013 N CLEVELAND AVE,NOT LEAD,NOT LEAD
551 W ELM ST,NOT LEAD,NOT LEAD
600 W DIVISION ST,NOT LEAD,NOT LEAD
600 W DIVISION ST,NOT LEAD,NOT LEAD
1140 N WELLS ST,NOT LEAD,NOT LEAD
1140 N WELLS ST,NOT LEAD,NOT LEAD
1000 N SEDGWICK ST,NOT LEAD,NOT LEAD
202 W HILL ST,NOT LEAD,NOT LEAD
202 W HILL ST,NOT LEAD,NOT LEAD
228 W HILL ST,NOT LEAD,NOT LEAD
228 W HILL ST,NOT LEAD,NOT LEAD
808 N WELLS ST,NOT LEAD,NOT LEAD
808 N WELLS ST,NOT LEAD,NOT LEAD
150 W MAPLE ST,NOT LEAD,NOT LEAD
150 W MAPLE ST,NOT LEAD,NOT LEAD
900 N HUDSON AVE,NOT LEAD,NOT LEAD
900 N HUDSON AVE,NOT LEAD,NOT LEAD
900 N HUDSON AVE,NOT LEAD,NOT LEAD
900 N HUDSON AVE,NOT LEAD,NOT LEAD
900 N HUDSON AVE,NOT LEAD,NOT LEAD
1501 49 N CLYBOURN AVE,NOT LEAD,NOT LEAD
1501 49 N CLYBOURN AVE,NOT LEAD,NOT LEAD
800 28 N LARRABEE ST,NOT LEAD,NOT LEAD
1420 N HUDSON AVE,NOT LEAD,NOT LEAD
1420 N HUDSON AVE,NOT LEAD,NOT LEAD
551 W ELM ST,NOT LEAD,NOT LEAD
1050 74 W FRY ST,NOT LEAD,NOT LEAD
841 49 N MAY ST,NOT LEAD,NOT LEAD
841 49 N MAY ST,NOT LEAD,NOT LEAD
841 49 N MAY ST,NOT LEAD,NOT LEAD
716 24 N HALSTED ST,NOT LEAD,NOT LEAD
716 24 N HALSTED ST,NOT LEAD,NOT LEAD
1032 40 W HURON ST,NOT LEAD,NOT LEAD
1032 40 W HURON ST,NOT LEAD,NOT LEAD
1050 74 W FRY ST,NOT LEAD,NOT LEAD
949 N ELSTON AVE,NOT LEAD,NOT LEAD
1455 W FRY ST,NOT LEAD,NOT LEAD
853 W BLACKHAWK ST,NOT LEAD,NOT LEAD
853 W BLACKHAWK ST,NOT LEAD,NOT LEAD
1475 N KINGSBURY ST,NOT LEAD,NOT LEAD
1475 N KINGSBURY ST,NOT LEAD,NOT LEAD
914 W HUBBARD ST,NOT LEAD,NOT LEAD
728 38 N MORGAN ST,NOT LEAD,NOT LEAD
728 38 N MORGAN ST,NOT LEAD,NOT LEAD
740 N ABERDEEN ST,NOT LEAD,NOT LEAD
740 N ABERDEEN ST,NOT LEAD,NOT LEAD
868 N WELLS ST,NOT LEAD,NOT LEAD
868 N WELLS ST,NOT LEAD,NOT LEAD
1472 W HURON ST,NOT LEAD,NOT LEAD
947 N RACINE AVE,NOT LEAD,NOT LEAD
838 N NOBLE ST,NOT LEAD,NOT LEAD
838 N NOBLE ST,NOT LEAD,NOT LEAD
1330 W CHICAGO AVE,NOT LEAD,NOT LEAD
1330 W CHICAGO AVE,NOT LEAD,NOT LEAD
671 99 N SANGAMON ST,NOT LEAD,NOT LEAD
671 99 N SANGAMON ST,NOT LEAD,NOT LEAD
1050 74 W FRY ST,NOT LEAD,NOT LEAD
949 N ELSTON AVE,NOT LEAD,NOT LEAD
1609 W WARREN BLVD,NOT LEAD,NOT LEAD
219 S HAMILTON AVE,NOT LEAD,NOT LEAD
1134 S WOOD ST,NOT LEAD,NOT LEAD
1725 W HARRISON ST,NOT LEAD,NOT LEAD
1939 51 W LAKE ST,NOT LEAD,NOT LEAD
2714 W WILCOX ST,NOT LEAD,NOT LEAD
501 N SACRAMENTO BLVD,NOT LEAD,NOT LEAD
2133 53 W WALNUT ST,NOT LEAD,NOT LEAD
2045 W JACKSON BLVD,NOT LEAD,NOT LEAD
2045 W JACKSON BLVD,NOT LEAD,NOT LEAD
300 S PAULINA ST,NOT LEAD,NOT LEAD
300 S PAULINA ST,NOT LEAD,NOT LEAD
1129 S HERMITAGE AVE,NOT LEAD,NOT LEAD
1129 S HERMITAGE AVE,NOT LEAD,NOT LEAD
1835 W HARRISON ST,NOT LEAD,NOT LEAD
1835 W HARRISON ST,NOT LEAD,NOT LEAD
1611 W HARRISON ST,NOT LEAD,NOT LEAD
1611 W HARRISON ST,NOT LEAD,NOT LEAD
1939 51 W LAKE ST,NOT LEAD,NOT LEAD
312 30 S MAPLEWOOD AVE,NOT LEAD,NOT LEAD
2807 W JACKSON BLVD,NOT LEAD,NOT LEAD
2714 W WILCOX ST,NOT LEAD,NOT LEAD
2827 W CONGRESS PKWY,NOT LEAD,NOT LEAD
1901 W HARRISON ST,NOT LEAD,NOT LEAD
1901 W HARRISON ST,NOT LEAD,NOT LEAD
2105 W OGDEN AVE,NOT LEAD,NOT LEAD
2105 W OGDEN AVE,NOT LEAD,NOT LEAD
711 S PAULINA ST,NOT LEAD,NOT LEAD
711 S PAULINA ST,NOT LEAD,NOT LEAD
1620 W HARRISON ST,NOT LEAD,NOT LEAD
1620 W HARRISON ST,NOT LEAD,NOT LEAD
1609 W WARREN BLVD,NOT LEAD,NOT LEAD
1900 W JACKSON BLVD,NOT LEAD,NOT LEAD
1900 W JACKSON BLVD,NOT LEAD,NOT LEAD
1950 W POLK ST,NOT LEAD,NOT LEAD
1950 W POLK ST,NOT LEAD,NOT LEAD
219 S HAMILTON AVE,NOT LEAD,NOT LEAD
1134 S WOOD ST,NOT LEAD,NOT LEAD
2629 W MONROE ST,NOT LEAD,NOT LEAD
212 S FRANCISCO AVE,NOT LEAD,NOT LEAD
212 S FRANCISCO AVE,NOT LEAD,NOT LEAD
1735 W HARRISON ST,NOT LEAD,NOT LEAD
1725 W HARRISON ST,NOT LEAD,NOT LEAD
1735 W HARRISON ST,NOT LEAD,NOT LEAD
1901 W MADISON ST,NOT LEAD,NOT LEAD
1901 W MADISON ST,NOT LEAD,NOT LEAD
351 N SACRAMENTO BLVD,NOT LEAD,NOT LEAD
351 N SACRAMENTO BLVD,NOT LEAD,NOT LEAD
100 22 N WESTERN AVE,NOT LEAD,NOT LEAD
100 22 N WESTERN AVE,NOT LEAD,NOT LEAD
1633 W MADISON ST,NOT LEAD,NOT LEAD
1633 W MADISON ST,NOT LEAD,NOT LEAD
138 S CAMPBELL AVE,NOT LEAD,NOT LEAD
138 S CAMPBELL AVE,NOT LEAD,NOT LEAD
800 08 S DAMEN AVE,NOT LEAD,NOT LEAD
800 08 S DAMEN AVE,NOT LEAD,NOT LEAD
1700 40 W TAYLOR ST,NOT LEAD,NOT LEAD
1700 40 W TAYLOR ST,NOT LEAD,NOT LEAD
650 S PAULINA ST,NOT LEAD,NOT LEAD
650 S PAULINA ST,NOT LEAD,NOT LEAD
1750 W HARRISON ST,NOT LEAD,NOT LEAD
1750 W HARRISON ST,NOT LEAD,NOT LEAD
1650 W HARRISON ST,NOT LEAD,NOT LEAD
1650 W HARRISON ST,NOT LEAD,NOT LEAD
730 S PAULINA ST,NOT LEAD,NOT LEAD
730 S PAULINA ST,NOT LEAD,NOT LEAD
1725 W HARRISON ST,NOT LEAD,NOT LEAD
809 S DAMEN AVE,NOT LEAD,NOT LEAD
809 S DAMEN AVE,NOT LEAD,NOT LEAD
1001 S HERMITAGE AVE,NOT LEAD,NOT LEAD
1001 S HERMITAGE AVE,NOT LEAD,NOT LEAD
809 S MARSHFIELD AVE,NOT LEAD,NOT LEAD
807 S PAULINA ST,NOT LEAD,NOT LEAD
807 S PAULINA ST,NOT LEAD,NOT LEAD
1750 W POLK ST,NOT LEAD,NOT LEAD
1750 W POLK ST,NOT LEAD,NOT LEAD
903 S WOLCOTT AVE,NOT LEAD,NOT LEAD
903 S WOLCOTT AVE,NOT LEAD,NOT LEAD
800 12 S WOOD ST,NOT LEAD,NOT LEAD
800 12 S WOOD ST,NOT LEAD,NOT LEAD
809 S MARSHFIELD AVE,NOT LEAD,NOT LEAD
501 N SACRAMENTO BLVD,NOT LEAD,NOT LEAD
2446 58 W HUBBARD ST,NOT LEAD,NOT LEAD
2446 58 W HUBBARD ST,NOT LEAD,NOT LEAD
2446 58 W HUBBARD ST,NOT LEAD,NOT LEAD
2245 W JACKSON BLVD,NOT LEAD,NOT LEAD
2801 W GRAND AVE,NOT LEAD,NOT LEAD
2801 W GRAND AVE,NOT LEAD,NOT LEAD
2801 W GRAND AVE,NOT LEAD,NOT LEAD
2801 W GRAND AVE,NOT LEAD,NOT LEAD
2801 W GRAND AVE,NOT LEAD,NOT LEAD
312 30 S MAPLEWOOD AVE,NOT LEAD,NOT LEAD
3730 N OAKLEY AVE,NOT LEAD,NOT LEAD
4126 N BELL AVE,NOT LEAD,NOT LEAD
4147 N DAMEN AVE,NOT LEAD,NOT LEAD
4139 N DAMEN AVE,NOT LEAD,NOT LEAD
2051 W PENSACOLA AVE,NOT LEAD,NOT LEAD
2035 W HUTCHINSON ST,NOT LEAD,NOT LEAD
2148 W CUYLER AVE,NOT LEAD,NOT LEAD
2121 W CUYLER AVE,NOT LEAD,NOT LEAD
4118 N LEAVITT ST,NOT LEAD,NOT LEAD
4126 N BELL AVE,NOT LEAD,NOT LEAD
4141 N OAKLEY AVE,NOT LEAD,NOT LEAD
3752 N LEAVITT ST,NOT LEAD,NOT LEAD
3717 N DAMEN AVE,NOT LEAD,NOT LEAD
2415 W PENSACOLA AVE,NOT LEAD,NOT LEAD
3652 N DAMEN AVE,NOT LEAD,NOT LEAD
2630 40 W BRADLEY PL,NOT LEAD,NOT LEAD
2630 40 W BRADLEY PL,NOT LEAD,NOT LEAD
3730 N OAKLEY AVE,NOT LEAD,NOT LEAD
4123 N CLAREMONT AVE,NOT LEAD,NOT LEAD
2441 W BELLE PLAINE AVE,NOT LEAD,NOT LEAD
2135 W BERTEAU AVE,NOT LEAD,NOT LEAD
3320 N CAMPBELL AVE,NOT LEAD,NOT LEAD
3815 N DAMEN AVE,NOT LEAD,NOT LEAD
3652 N DAMEN AVE,NOT LEAD,NOT LEAD
3847 N DAMEN AVE,NOT LEAD,NOT LEAD
4136 N WESTERN AVE,NOT LEAD,NOT LEAD
4143 N WESTERN AVE,NOT LEAD,NOT LEAD
4347 N LINCOLN AVE,NOT LEAD,NOT LEAD
3717 N DAMEN AVE,NOT LEAD,NOT LEAD
2209 W IRVING PARK RD,NOT LEAD,NOT LEAD
4147 N DAMEN AVE,NOT LEAD,NOT LEAD
4139 N DAMEN AVE,NOT LEAD,NOT LEAD
2135 W BERTEAU AVE,NOT LEAD,NOT LEAD
2131 W BERTEAU AVE,NOT LEAD,NOT LEAD
2522 W BERTEAU AVE,NOT LEAD,NOT LEAD
2526 W PENSACOLA AVE,NOT LEAD,NOT LEAD
2148 W CUYLER AVE,NOT LEAD,NOT LEAD
2456 W CULLOM AVE,NOT LEAD,NOT LEAD
2106 W BELLE PLAINE AVE,NOT LEAD,NOT LEAD
4341 N OAKLEY AVE,NOT LEAD,NOT LEAD
2139 W BELLE PLAINE AVE,NOT LEAD,NOT LEAD
2245 W CULLOM AVE,NOT LEAD,NOT LEAD
4034 N BELL AVE,NOT LEAD,NOT LEAD
4151 N CLAREMONT AVE,NOT LEAD,NOT LEAD
3812 N LEAVITT ST,NOT LEAD,NOT LEAD
2035 W PENSACOLA AVE,NOT LEAD,NOT LEAD
4040 N MAPLEWOOD AVE,NOT LEAD,NOT LEAD
2204 W CULLOM AVE,NOT LEAD,NOT LEAD
4106 N CAMPBELL AVE,NOT LEAD,NOT LEAD
2422 W BELLE PLAINE AVE,NOT LEAD,NOT LEAD
2149 W GRACE ST,NOT LEAD,NOT LEAD
2416 W BERTEAU AVE,NOT LEAD,NOT LEAD
4119 N CLAREMONT AVE,NOT LEAD,NOT LEAD
4242 N OAKLEY AVE,NOT LEAD,NOT LEAD
4115 N BELL AVE,NOT LEAD,NOT LEAD
2025 W HUTCHINSON ST,NOT LEAD,NOT LEAD
2151 W WARNER AVE,NOT LEAD,NOT LEAD
4118 N LEAVITT ST,NOT LEAD,NOT LEAD
2418 W GRACE ST,NOT LEAD,NOT LEAD
4141 N OAKLEY AVE,NOT LEAD,NOT LEAD
2455 W BYRON ST,NOT LEAD,NOT LEAD
4151 N BELL AVE,NOT LEAD,NOT LEAD
3752 N LEAVITT ST,NOT LEAD,NOT LEAD
2415 W PENSACOLA AVE,NOT LEAD,NOT LEAD
2126 W BRADLEY PL,NOT LEAD,NOT LEAD
2121 W CUYLER AVE,NOT LEAD,NOT LEAD
4239 N CLAREMONT AVE,NOT LEAD,NOT LEAD
2149 W WARNER AVE,NOT LEAD,NOT LEAD
4150 N OAKLEY AVE,NOT LEAD,NOT LEAD
2144 W BRADLEY PL,NOT LEAD,NOT LEAD
2417 W PENSACOLA AVE,NOT LEAD,NOT LEAD
2444 W PENSACOLA AVE,NOT LEAD,NOT LEAD
2243 W CULLOM AVE,NOT LEAD,NOT LEAD
3650 N HAMILTON AVE,NOT LEAD,NOT LEAD
4125 N OAKLEY AVE,NOT LEAD,NOT LEAD
2336 W CULLOM AVE,NOT LEAD,NOT LEAD
2433 W CULLOM AVE,NOT LEAD,NOT LEAD
3511 N SEELEY AVE,NOT LEAD,NOT LEAD
4237 N CLAREMONT AVE,NOT LEAD,NOT LEAD
2541 W PENSACOLA AVE,NOT LEAD,NOT LEAD
4115 N OAKLEY AVE,NOT LEAD,NOT LEAD
2122 W BRADLEY PL,NOT LEAD,NOT LEAD
2035 W HUTCHINSON ST,NOT LEAD,NOT LEAD
3827 N BELL AVE,NOT LEAD,NOT LEAD
2051 W PENSACOLA AVE,NOT LEAD,NOT LEAD
2426 W BELMONT AVE,NOT LEAD,NOT LEAD
2426 W BELMONT AVE,NOT LEAD,NOT LEAD
3320 N CAMPBELL AVE,NOT LEAD,NOT LEAD
4341 N OAKLEY AVE,NOT LEAD,NOT LEAD
2204 W CULLOM AVE,NOT LEAD,NOT LEAD
2336 W CULLOM AVE,NOT LEAD,NOT LEAD
4237 N CLAREMONT AVE,NOT LEAD,NOT LEAD
4239 N CLAREMONT AVE,NOT LEAD,NOT LEAD
4242 N OAKLEY AVE,NOT LEAD,NOT LEAD
2245 W CULLOM AVE,NOT LEAD,NOT LEAD
2243 W CULLOM AVE,NOT LEAD,NOT LEAD
2035 W PENSACOLA AVE,NOT LEAD,NOT LEAD
2025 W HUTCHINSON ST,NOT LEAD,NOT LEAD
2131 W BERTEAU AVE,NOT LEAD,NOT LEAD
2149 W WARNER AVE,NOT LEAD,NOT LEAD
