Address,Private Service Line Material,Public Service Line Material
2515 23 W WINNEMAC AVE,NOT LEAD,NOT LEAD
4828 30 N ROCKWELL ST,NOT LEAD,NOT LEAD
4942 44 N ROCKWELL ST,NOT LEAD,NOT LEAD
4825 33 N TALMAN AVE,NOT LEAD,NOT LEAD
2101 11 W BERWYN AVE,NOT LEAD,NOT LEAD
2115 23 W BERWYN AVE,NOT LEAD,NOT LEAD
2000 W SUMMERDALE AVE,NOT LEAD,NOT LEAD
2001 W SUMMERDALE AVE,NOT LEAD,NOT LEAD
5502 04 N CAMPBELL AVE,NOT LEAD,NOT LEAD
2543 59 W CATALPA AVE,NOT LEAD,NOT LEAD
2618 32 W GREGORY ST,NOT LEAD,NOT LEAD
2531 35 W BERWYN AVE,NOT LEAD,NOT LEAD
2600 10 W BERWYN AVE,NOT LEAD,NOT LEAD
4701 07 N MAPLEWOOD AVE,NOT LEAD,NOT LEAD
2422 W GUNNISON ST,NOT LEAD,NOT LEAD
5005 N LINCOLN AVE THOUSE 3,NOT LEAD,NOT LEAD
2640 50 W LAWRENCE AVE,NOT LEAD,NOT LEAD
5533 N MAPLEWOOD AVE,NOT LEAD,NOT LEAD
5300 14 N WESTERN AVE,NOT LEAD,NOT LEAD
5337 59 N LINCOLN AVE,NOT LEAD,NOT LEAD
4741 N MANOR AVE,NOT LEAD,NOT LEAD
5400 58 N LINCOLN AVE,NOT LEAD,NOT LEAD
4944 46 N DAMEN AVE,NOT LEAD,NOT LEAD
5107 09 N WESTERN AVE,NOT LEAD,NOT LEAD
5394 N BOWMANVILLE AVE,NOT LEAD,NOT LEAD
5317 25 N LINCOLN AVE,NOT LEAD,NOT LEAD
5300 06 N DAMEN AVE,NOT LEAD,NOT LEAD
5106 08 N LINCOLN AVE,NOT LEAD,NOT LEAD
4836 1/2 N WESTERN AVE,NOT LEAD,NOT LEAD
4920 N LINCOLN AVE,NOT LEAD,NOT LEAD
2402 W CARMEN AVE,NOT LEAD,NOT LEAD
2635 39 W LAWRENCE AVE,NOT LEAD,NOT LEAD
2455 57 W FOSTER AVE,NOT LEAD,NOT LEAD
2642 W WINONA ST,NOT LEAD,NOT LEAD
5235 N WESTERN AVE,NOT LEAD,NOT LEAD
5350 N DAMEN AVE UNIT B,NOT LEAD,NOT LEAD
5350 N DAMEN AVE UNIT H,NOT LEAD,NOT LEAD
5350 N DAMEN AVE UNIT K,NOT LEAD,NOT LEAD
5350 N DAMEN AVE UNIT,NOT LEAD,NOT LEAD
5350 N DAMEN AVE UNIT C,NOT LEAD,NOT LEAD
5350 N DAMEN AVE UNIT D,NOT LEAD,NOT LEAD
5350 N DAMEN AVE UNIT E,NOT LEAD,NOT LEAD
5350 N DAMEN AVE UNIT F,NOT LEAD,NOT LEAD
5350 N DAMEN AVE UNIT G,NOT LEAD,NOT LEAD
5404 N HOYNE AVE UNIT,NOT LEAD,NOT LEAD
5408 N HOYNE AVE UNIT,NOT LEAD,NOT LEAD
5412 N HOYNE AVE UNIT,NOT LEAD,NOT LEAD
5414 N HOYNE AVE UNIT,NOT LEAD,NOT LEAD
5420 N HOYNE AVE UNIT,NOT LEAD,NOT LEAD
5411 N BOWMANVILLE AVE UNIT,NOT LEAD,NOT LEAD
5415 N BOWMANVILLE AVE UNIT,NOT LEAD,NOT LEAD
5419 N BOWMANVILLE AVE UNIT,NOT LEAD,NOT LEAD
5421 N BOWMANVILLE AVE UNIT,NOT LEAD,NOT LEAD
5410 N HOYNE AVE UNIT,NOT LEAD,NOT LEAD
5350 N DAMEN AVE UNIT A,NOT LEAD,NOT LEAD
5121 N DAMEN AVE UNIT B,NOT LEAD,NOT LEAD
5121 N DAMEN AVE UNIT C,NOT LEAD,NOT LEAD
5121 N DAMEN AVE UNIT E,NOT LEAD,NOT LEAD
5121 N DAMEN AVE UNIT F,NOT LEAD,NOT LEAD
5121 N DAMEN AVE UNIT G,NOT LEAD,NOT LEAD
5121 N DAMEN AVE UNIT D,NOT LEAD,NOT LEAD
5115 N DAMEN AVE UNIT G,NOT LEAD,NOT LEAD
5115 N DAMEN AVE UNIT B,NOT LEAD,NOT LEAD
5115 N DAMEN AVE UNIT C,NOT LEAD,NOT LEAD
5115 N DAMEN AVE UNIT D,NOT LEAD,NOT LEAD
5115 N DAMEN AVE UNIT E,NOT LEAD,NOT LEAD
5115 N DAMEN AVE UNIT F,NOT LEAD,NOT LEAD
5115 N DAMEN AVE UNIT A,NOT LEAD,NOT LEAD
5121 N DAMEN AVE UNIT A,NOT LEAD,NOT LEAD
5127 N DAMEN AVE UNIT A,NOT LEAD,NOT LEAD
5127 N DAMEN AVE UNIT B,NOT LEAD,NOT LEAD
5127 N DAMEN AVE UNIT C,NOT LEAD,NOT LEAD
5127 N DAMEN AVE UNIT D,NOT LEAD,NOT LEAD
5127 N DAMEN AVE UNIT E,NOT LEAD,NOT LEAD
5127 N DAMEN AVE UNIT F,NOT LEAD,NOT LEAD
5127 N DAMEN AVE UNIT G,NOT LEAD,NOT LEAD
4949 N LINCOLN AVE THOUSE 1,NOT LEAD,NOT LEAD
4949 N LINCOLN AVE THOUSE 2,NOT LEAD,NOT LEAD
4949 N LINCOLN AVE THOUSE 3,NOT LEAD,NOT LEAD
4949 N LINCOLN AVE THOUSE 4,NOT LEAD,NOT LEAD
4949 N LINCOLN AVE THOUSE 5,NOT LEAD,NOT LEAD
4949 N LINCOLN AVE THOUSE 6,NOT LEAD,NOT LEAD
4949 N LINCOLN AVE THOUSE 7,NOT LEAD,NOT LEAD
5007 N LINCOLN AVE THOUSE 1,NOT LEAD,NOT LEAD
5007 N LINCOLN AVE THOUSE 2,NOT LEAD,NOT LEAD
5007 N LINCOLN AVE THOUSE 3,NOT LEAD,NOT LEAD
5007 N LINCOLN AVE THOUSE 4,NOT LEAD,NOT LEAD
5005 N LINCOLN AVE THOUSE 1,NOT LEAD,NOT LEAD
5005 N LINCOLN AVE THOUSE 2,NOT LEAD,NOT LEAD
5005 N LINCOLN AVE THOUSE 4,NOT LEAD,NOT LEAD
5005 N LINCOLN AVE THOUSE 5,NOT LEAD,NOT LEAD
5005 N LINCOLN AVE THOUSE  6,NOT LEAD,NOT LEAD
5005 N LINCOLN AVE THOUSE  7,NOT LEAD,NOT LEAD
5005 N LINCOLN AVE THOUSE  8,NOT LEAD,NOT LEAD
5001 N LINCOLN AVE THOUSE 1,NOT LEAD,NOT LEAD
5001 N LINCOLN AVE THOUSE 2,NOT LEAD,NOT LEAD
5001 N LINCOLN AVE THOUSE  3,NOT LEAD,NOT LEAD
5001 N LINCOLN AVE THOUSE  4,NOT LEAD,NOT LEAD
5001 N LINCOLN AVE THOUSE  5,NOT LEAD,NOT LEAD
5001 N LINCOLN AVE THOUSE  6,NOT LEAD,NOT LEAD
5003 N LINCOLN AVE THOUSE  1,NOT LEAD,NOT LEAD
5003 N LINCOLN AVE THOUSE  3,NOT LEAD,NOT LEAD
5003 N LINCOLN AVE THOUSE  4,NOT LEAD,NOT LEAD
5003 N LINCOLN AVE THOUSE  5,NOT LEAD,NOT LEAD
5003 N LINCOLN AVE THOUSE  6,NOT LEAD,NOT LEAD
2322 W FOSTER AVE,NOT LEAD,NOT LEAD
2332 58 W AINSLIE ST,NOT LEAD,NOT LEAD
2314 24 W AINSLIE ST,NOT LEAD,NOT LEAD
2601 03 W CARMEN AVE,NOT LEAD,NOT LEAD
2853 W EASTWOOD AVE,NOT LEAD,NOT LEAD
2824 W WINONA ST,NOT LEAD,NOT LEAD
5132 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
5132 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
2467 W WINONA ST,NOT LEAD,NOT LEAD
4942 N TALMAN AVE,NOT LEAD,NOT LEAD
5350 N DAMEN AVE UNIT J,NOT LEAD,NOT LEAD
5350 N DAMEN AVE UNIT I,NOT LEAD,NOT LEAD
5402 N HOYNE AVE UNIT,NOT LEAD,NOT LEAD
5406 N HOYNE AVE UNIT,NOT LEAD,NOT LEAD
5416 N HOYNE AVE UNIT,NOT LEAD,NOT LEAD
5418 N HOYNE AVE UNIT,NOT LEAD,NOT LEAD
5413 N BOWMANVILLE AVE UNIT,NOT LEAD,NOT LEAD
5417 N BOWMANVILLE AVE UNIT,NOT LEAD,NOT LEAD
5423 N BOWMANVILLE AVE UNIT,NOT LEAD,NOT LEAD
5425 N BOWMANVILLE AVE UNIT,NOT LEAD,NOT LEAD
5450 N DAMEN AVE,NOT LEAD,NOT LEAD
2720 W FOSTER AVE,NOT LEAD,NOT LEAD
2720 W FOSTER AVE,NOT LEAD,NOT LEAD
2730 44 W FOSTER AVE,NOT LEAD,NOT LEAD
2929 W ARGYLE ST,NOT LEAD,NOT LEAD
5058 N FRANCISCO AVE,NOT LEAD,NOT LEAD
5058 N FRANCISCO AVE,NOT LEAD,NOT LEAD
2739 W FOSTER AVE,NOT LEAD,NOT LEAD
2634 W FOSTER AVE,NOT LEAD,NOT LEAD
5050 N ROCKWELL ST,NOT LEAD,NOT LEAD
2740 W WINONA ST,NOT LEAD,NOT LEAD
2737 W WINONA ST,NOT LEAD,NOT LEAD
2751 W WINONA ST,NOT LEAD,NOT LEAD
5100 24 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
5115 N FRANCISCO AVE,NOT LEAD,NOT LEAD
5333 N WESTERN AVE,NOT LEAD,NOT LEAD
4819 N FRANCISCO AVE,NOT LEAD,NOT LEAD
5131 39 N DAMEN AVE,NOT LEAD,NOT LEAD
4867 N ROCKWELL ST,NOT LEAD,NOT LEAD
5020 38 N LINCOLN AVE,NOT LEAD,NOT LEAD
4824 34 N FRANCISCO AVE,NOT LEAD,NOT LEAD
2654 58 W AINSLIE ST,NOT LEAD,NOT LEAD
4870 N WASHTENAW AVE,NOT LEAD,NOT LEAD
2045 W BALMORAL AVE,NOT LEAD,NOT LEAD
5433 N DAMEN AVE,NOT LEAD,NOT LEAD
2601 15 W CATALPA AVE,NOT LEAD,NOT LEAD
5400 06 N CAMPBELL AVE,NOT LEAD,NOT LEAD
2606 10 W BALMORAL AVE,NOT LEAD,NOT LEAD
5214 24 N WESTERN AVE,NOT LEAD,NOT LEAD
5308 24 N LINCOLN AVE,NOT LEAD,NOT LEAD
4701 05 N CAMPBELL AVE,NOT LEAD,NOT LEAD
2535 39 W LAWRENCE AVE,NOT LEAD,NOT LEAD
4700 02 N TALMAN AVE,NOT LEAD,NOT LEAD
2700 04 W GIDDINGS ST,NOT LEAD,NOT LEAD
2749 51 W GIDDINGS ST,NOT LEAD,NOT LEAD
4671 77 N MANOR AVE,NOT LEAD,NOT LEAD
4680 N MANOR AVE,NOT LEAD,NOT LEAD
2907 W ARGYLE ST UNIT C,NOT LEAD,NOT LEAD
2907 W ARGYLE ST UNIT D,NOT LEAD,NOT LEAD
2100 W BALMORAL AVE UNIT,NOT LEAD,NOT LEAD
2640 42 W BALMORAL AVE,NOT LEAD,NOT LEAD
2701 W FOSTER AVE,NOT LEAD,NOT LEAD
2701 W FOSTER AVE,NOT LEAD,NOT LEAD
2701 W FOSTER AVE,NOT LEAD,NOT LEAD
5158 N DAMEN AVE,NOT LEAD,NOT LEAD
5145 N LEAVITT ST,NOT LEAD,NOT LEAD
2801 05 W LAWRENCE AVE,NOT LEAD,NOT LEAD
2755 W LAWRENCE AVE,NOT LEAD,NOT LEAD
2751 W LAWRENCE AVE,NOT LEAD,NOT LEAD
2745 W LAWRENCE AVE,NOT LEAD,NOT LEAD
5045 51 N DAMEN AVE,NOT LEAD,NOT LEAD
4664 68 N MANOR AVE,NOT LEAD,NOT LEAD
2158 W FOSTER AVE UNIT,NOT LEAD,NOT LEAD
5431 41 N DAMEN AVE,NOT LEAD,NOT LEAD
4740 48 N WESTERN AVE,NOT LEAD,NOT LEAD
925 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
2201 W CHICAGO AVE,NOT LEAD,NOT LEAD
2426 W CHICAGO AVE,NOT LEAD,NOT LEAD
1838 W CHICAGO AVE,NOT LEAD,NOT LEAD
913 N HOYNE AVE,NOT LEAD,NOT LEAD
815 N RICHMOND ST,NOT LEAD,NOT LEAD
2125 27 W CHICAGO AVE,NOT LEAD,NOT LEAD
868 78 N FRANCISCO AVE,NOT LEAD,NOT LEAD
873 N SACRAMENTO AVE,NOT LEAD,NOT LEAD
2212 W CHICAGO AVE,NOT LEAD,NOT LEAD
851 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
847 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
845 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
807 N FRANCISCO AVE,NOT LEAD,NOT LEAD
2614 W CORTEZ ST,NOT LEAD,NOT LEAD
2606 W CHICAGO AVE,NOT LEAD,NOT LEAD
2612 W CHICAGO AVE,NOT LEAD,NOT LEAD
2423 W HADDON AVE,NOT LEAD,NOT LEAD
2704 W THOMAS ST,NOT LEAD,NOT LEAD
2650 W CORTEZ ST,NOT LEAD,NOT LEAD
2614 W CHICAGO AVE,NOT LEAD,NOT LEAD
2653 W CORTEZ ST,NOT LEAD,NOT LEAD
802 N MOZART ST,NOT LEAD,NOT LEAD
1853 55 W RACE AVE,NOT LEAD,NOT LEAD
1944 50 W ERIE ST,NOT LEAD,NOT LEAD
2741 47 W HADDON AVE,NOT LEAD,NOT LEAD
2618 24 W THOMAS ST,NOT LEAD,NOT LEAD
532 N WOLCOTT AVE,NOT LEAD,NOT LEAD
922 24 N OAKLEY BLVD,NOT LEAD,NOT LEAD
2236 42 W CHICAGO AVE,NOT LEAD,NOT LEAD
815 25 N WESTERN AVE,NOT LEAD,NOT LEAD
2500 06 W CHICAGO AVE,NOT LEAD,NOT LEAD
834 36 N WOOD ST,NOT LEAD,NOT LEAD
2601 03 W HADDON AVE,NOT LEAD,NOT LEAD
1922 24 W CHICAGO AVE,NOT LEAD,NOT LEAD
2645 W THOMAS ST,NOT LEAD,NOT LEAD
839 41 N SACRAMENTO AVE,NOT LEAD,NOT LEAD
2043 45 W IOWA ST,NOT LEAD,NOT LEAD
2147 49 W RICE ST,NOT LEAD,NOT LEAD
943 45 N LEAVITT ST,NOT LEAD,NOT LEAD
2246 50 W CHICAGO AVE,NOT LEAD,NOT LEAD
1801 03 W RACE AVE,NOT LEAD,NOT LEAD
2657 59 W THOMAS ST,NOT LEAD,NOT LEAD
1900 04 W CHICAGO AVE,NOT LEAD,NOT LEAD
1903 W CHICAGO AVE UNIT 1903-3,NOT LEAD,NOT LEAD
1941 45 W ERIE ST,NOT LEAD,NOT LEAD
2456 60 W CHICAGO AVE,NOT LEAD,NOT LEAD
852 56 N DAMEN AVE,NOT LEAD,NOT LEAD
2436 38 W CORTEZ ST,NOT LEAD,NOT LEAD
2130 W RICE ST UNIT,NOT LEAD,NOT LEAD
836 N WESTERN AVE,NOT LEAD,NOT LEAD
809 N WESTERN AVE,NOT LEAD,NOT LEAD
925 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
2405 W IOWA ST,NOT LEAD,NOT LEAD
2023 25 W RICE ST,NOT LEAD,NOT LEAD
2554 W WALTON ST,NOT LEAD,NOT LEAD
935 37 N WOLCOTT AVE,NOT LEAD,NOT LEAD
844 N WOOD ST,NOT LEAD,NOT LEAD
849 N ROCKWELL ST,NOT LEAD,NOT LEAD
2451 W AUGUSTA BLVD,NOT LEAD,NOT LEAD
1928 46 W GRAND AVE,NOT LEAD,NOT LEAD
2330 W CHICAGO AVE,NOT LEAD,NOT LEAD
739 N DAMEN AVE,NOT LEAD,NOT LEAD
1135 37 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
2702 04 W HADDON AVE,NOT LEAD,NOT LEAD
839 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
818 N WOLCOTT AVE,NOT LEAD,NOT LEAD
2201 W CHICAGO AVE,NOT LEAD,NOT LEAD
855 N WOLCOTT AVE,NOT LEAD,NOT LEAD
2428 W IOWA ST UNIT,NOT LEAD,NOT LEAD
957 N HONORE ST UNIT,NOT LEAD,NOT LEAD
959 N HONORE ST UNIT,NOT LEAD,NOT LEAD
530 N WOOD ST UNIT A,NOT LEAD,NOT LEAD
530 N WOOD ST UNIT B,NOT LEAD,NOT LEAD
530 N WOOD ST UNIT C,NOT LEAD,NOT LEAD
530 N WOOD ST UNIT D,NOT LEAD,NOT LEAD
530 N WOOD ST UNIT E,NOT LEAD,NOT LEAD
530 N WOOD ST UNIT F,NOT LEAD,NOT LEAD
1930 W RACE ST,NOT LEAD,NOT LEAD
1819 W RACE AVE,NOT LEAD,NOT LEAD
2652 W WALTON ST,NOT LEAD,NOT LEAD
600 N DAMEN AVE,NOT LEAD,NOT LEAD
1918 22 W RACE AVE,NOT LEAD,NOT LEAD
852 N ROCKWELL ST,NOT LEAD,NOT LEAD
1812 W RACE AVE,NOT LEAD,NOT LEAD
3056 W WALTON ST,NOT LEAD,NOT LEAD
837 43 N OAKLEY BLVD,NOT LEAD,NOT LEAD
2022 24 W IOWA ST,NOT LEAD,NOT LEAD
917 19 N HONORE ST,NOT LEAD,NOT LEAD
955 N HONORE ST UNIT,NOT LEAD,NOT LEAD
902 N WOOD ST,NOT LEAD,NOT LEAD
952 58 N WOOD ST,NOT LEAD,NOT LEAD
2612 W HADDON AVE,NOT LEAD,NOT LEAD
831 N FRANCISCO AVE,NOT LEAD,NOT LEAD
3110 W GRAND AVE,NOT LEAD,NOT LEAD
1042 58 N WESTERN AVE,NOT LEAD,NOT LEAD
N SACRAMENTO & AUGUSTA,NOT LEAD,NOT LEAD
2327 39 W AUGUSTA BLVD,NOT LEAD,NOT LEAD
2315 W AUGUSTA BLVD,NOT LEAD,NOT LEAD
1041 N CAMPBELL AVE,NOT LEAD,NOT LEAD
2224 W RICE ST,NOT LEAD,NOT LEAD
2208 W RICE ST,NOT LEAD,NOT LEAD
2501 19 W THOMAS ST,NOT LEAD,NOT LEAD
741 45 N WOLCOTT AVE,NOT LEAD,NOT LEAD
812 14 N HOYNE AVE,NOT LEAD,NOT LEAD
2539 45 W IOWA ST,NOT LEAD,NOT LEAD
901 N SACRAMENTO AVE,NOT LEAD,NOT LEAD
909 N SACRAMENTO AVE,NOT LEAD,NOT LEAD
929 N SACRAMENTO AVE,NOT LEAD,NOT LEAD
2611 17 W CHICAGO AVE,NOT LEAD,NOT LEAD
2713 45 W CHICAGO AVE,NOT LEAD,NOT LEAD
905 09 N CALIFORNIA AVE,NOT LEAD,NOT LEAD
809 11 N DAMEN AVE,NOT LEAD,NOT LEAD
2256 58 W CHICAGO AVE,NOT LEAD,NOT LEAD
1858 W OHIO ST,NOT LEAD,NOT LEAD
2458 W RICE ST,NOT LEAD,NOT LEAD
1935 37 W HURON ST,NOT LEAD,NOT LEAD
2849 51 W WALTON ST,NOT LEAD,NOT LEAD
3126 W WALTON ST,NOT LEAD,NOT LEAD
3115 W AUGUSTA BLVD,NOT LEAD,NOT LEAD
2209 W CHICAGO AVE,NOT LEAD,NOT LEAD
2140 W RICE ST,NOT LEAD,NOT LEAD
2016 W RICE ST,NOT LEAD,NOT LEAD
2721 W HADDON AVE,NOT LEAD,NOT LEAD
2446 W AUGUSTA BLVD,NOT LEAD,NOT LEAD
2318 W AUGUSTA BLVD,NOT LEAD,NOT LEAD
2557 59 W THOMAS ST,NOT LEAD,NOT LEAD
3131 W AUGUSTA BLVD,NOT LEAD,NOT LEAD
2425 W HADDON AVE,NOT LEAD,NOT LEAD
2656 W AUGUSTA BLVD,NOT LEAD,NOT LEAD
2038 W RICE ST,NOT LEAD,NOT LEAD
912 N WOLCOTT AVE,NOT LEAD,NOT LEAD
2046 W RICE ST,NOT LEAD,NOT LEAD
2855 67 W CHICAGO AVE,NOT LEAD,NOT LEAD
2315 19 W HURON ST,NOT LEAD,NOT LEAD
522 N WESTERN AVE,NOT LEAD,NOT LEAD
2012 14 W ERIE ST,NOT LEAD,NOT LEAD
2002 4 W ERIE ST,NOT LEAD,NOT LEAD
2008 10 W ERIE ST,NOT LEAD,NOT LEAD
520 N OAKLEY BLVD,NOT LEAD,NOT LEAD
2452 W OHIO ST,NOT LEAD,NOT LEAD
2139 W ERIE ST,NOT LEAD,NOT LEAD
2452 W ERIE ST,NOT LEAD,NOT LEAD
2510 W SUPERIOR ST,NOT LEAD,NOT LEAD
2227 W HURON ST,NOT LEAD,NOT LEAD
2047 W HURON ST,NOT LEAD,NOT LEAD
2447 W ERIE ST UNIT B,NOT LEAD,NOT LEAD
2310 W HURON ST UNIT 3-B,NOT LEAD,NOT LEAD
2327 W ERIE ST,NOT LEAD,NOT LEAD
2114 18 W ERIE ST,NOT LEAD,NOT LEAD
2007 11 W SUPERIOR ST,NOT LEAD,NOT LEAD
2154 56 W OHIO ST,NOT LEAD,NOT LEAD
2001 03 W SUPERIOR ST,NOT LEAD,NOT LEAD
2025 27 W RACE AVE,NOT LEAD,NOT LEAD
646 N OAKLEY BLVD,NOT LEAD,NOT LEAD
514 N CLAREMONT AVE,NOT LEAD,NOT LEAD
2201 W OHIO ST UNIT,NOT LEAD,NOT LEAD
2203 W OHIO ST UNIT,NOT LEAD,NOT LEAD
2205 W OHIO ST UNIT,NOT LEAD,NOT LEAD
2207 W OHIO ST UNIT,NOT LEAD,NOT LEAD
2209 W OHIO ST UNIT,NOT LEAD,NOT LEAD
2211 W OHIO ST UNIT,NOT LEAD,NOT LEAD
621 N CAMPBELL AVE UNIT,NOT LEAD,NOT LEAD
619 N CAMPBELL AVE UNIT,NOT LEAD,NOT LEAD
2508 W HURON ST UNIT,NOT LEAD,NOT LEAD
2542 W HURON ST UNIT,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 2W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 4-W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 5-W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 7-W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 3-W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 4-E,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 6-W,NOT LEAD,NOT LEAD
555 N ARTESIAN AVE UNIT 2-B,NOT LEAD,NOT LEAD
555 N ARTESIAN AVE UNIT 3-C,NOT LEAD,NOT LEAD
555 N ARTESIAN AVE UNIT 4-D,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 5-E,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 6-E,NOT LEAD,NOT LEAD
555 N ARTESIAN AVE UNIT 5-E,NOT LEAD,NOT LEAD
555 N ARTESIAN AVE UNIT 6 F,NOT LEAD,NOT LEAD
555 N ARTESIAN AVE UNIT 8H,NOT LEAD,NOT LEAD
555 N ARTESIAN AVE UNIT 10 J,NOT LEAD,NOT LEAD
555 N ARTESIAN AVE UNIT 1 A,NOT LEAD,NOT LEAD
555 N ARTESIAN AVE UNIT 11-K,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 7-E,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 2E,NOT LEAD,NOT LEAD
555 N ARTESIAN AVE UNIT 12-L,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 3E,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 1E,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 14-E,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 15-E,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 16-E,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 8E,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 9E,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 9W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 11-E,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 12-E,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 13-E,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 10 W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 11 W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 13 W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 14 W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 17 W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 19 W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 20 W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 21 W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 22 W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 23 W,NOT LEAD,NOT LEAD
701 N LEAVITT ST UNIT 1,NOT LEAD,NOT LEAD
703 N LEAVITT ST UNIT 2,NOT LEAD,NOT LEAD
705 N LEAVITT ST APT 3,NOT LEAD,NOT LEAD
707 N LEAVITT ST APT 4,NOT LEAD,NOT LEAD
709 N LEAVITT ST APT 5,NOT LEAD,NOT LEAD
711 N LEAVITT ST UNIT 6,NOT LEAD,NOT LEAD
2447 W ERIE ST UNIT A,NOT LEAD,NOT LEAD
703 N CAMPBELL AVE,NOT LEAD,NOT LEAD
533 N ARTESIAN AVE,NOT LEAD,NOT LEAD
2051 W HURON ST,NOT LEAD,NOT LEAD
614 N WESTERN AVE,NOT LEAD,NOT LEAD
604 N WESTERN AVE,NOT LEAD,NOT LEAD
500 1/2 N WESTERN AVE,NOT LEAD,NOT LEAD
2033 37 W SUPERIOR ST,NOT LEAD,NOT LEAD
2106 08 W ERIE ST,NOT LEAD,NOT LEAD
2133 W OHIO ST UNIT,NOT LEAD,NOT LEAD
721 N OAKLEY BLVD,NOT LEAD,NOT LEAD
521 23 N CLAREMONT AVE,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 1W,NOT LEAD,NOT LEAD
555 N ARTESIAN AVE UNIT 7G,NOT LEAD,NOT LEAD
555 N ARTESIAN AVE UNIT 9 I,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 8W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 10-E,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 12 W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 15 W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 16 W,NOT LEAD,NOT LEAD
2455 W OHIO ST UNIT 18 W,NOT LEAD,NOT LEAD
2550 W GRAND AVE,NOT LEAD,NOT LEAD
2558 W GRAND AVE,NOT LEAD,NOT LEAD
2100 16 W GRAND AVE,NOT LEAD,NOT LEAD
2330 32 W HURON ST,NOT LEAD,NOT LEAD
624 N OAKLEY BLVD,NOT LEAD,NOT LEAD
2244 58 W OHIO ST,NOT LEAD,NOT LEAD
544 N WESTERN AVE,NOT LEAD,NOT LEAD
2233 W OHIO ST,NOT LEAD,NOT LEAD
2450 W OHIO ST,NOT LEAD,NOT LEAD
2448 W OHIO ST,NOT LEAD,NOT LEAD
2456 W OHIO ST,NOT LEAD,NOT LEAD
2023 W ERIE ST,NOT LEAD,NOT LEAD
2438 W OHIO ST,NOT LEAD,NOT LEAD
1919 N CICERO AVE,NOT LEAD,NOT LEAD
5501 W FULLERTON AVE,NOT LEAD,NOT LEAD
2231 N CENTRAL AVE,NOT LEAD,NOT LEAD
1926 N LECLAIRE AVE,NOT LEAD,NOT LEAD
1945 N CICERO AVE,NOT LEAD,NOT LEAD
5618 W GRAND AVE,NOT LEAD,NOT LEAD
2231 N CENTRAL AVE,NOT LEAD,NOT LEAD
2231 N CENTRAL AVE,NOT LEAD,NOT LEAD
5801 07 W FULLERTON AVE,NOT LEAD,NOT LEAD
1700 10 N KOSTNER AVE,NOT LEAD,NOT LEAD
4649 51 W ARMITAGE AVE,NOT LEAD,NOT LEAD
4500 28 W GRAND AVE,NOT LEAD,NOT LEAD
